id,seed,starting_age,race,sex,insurance,place
26222,374872,40,NHB,F,Y,IHS
26223,609999,40,NHB,F,Y,IHS
26224,540430,40,NHB,M,N,OHS
26225,744491,40,NHW,F,Y,IHS
26226,471601,40,NHB,M,Y,IHS
26227,11541,40,NHW,M,Y,IHS
26228,714503,40,NHW,M,Y,IHS
26229,9407,40,NHW,M,Y,IHS
26230,989292,40,NHW,F,Y,IHS
26231,957429,40,NHW,F,Y,IHS
26232,46137,40,NHW,F,Y,IHS
26233,498802,40,NHB,M,N,IHS
26234,272840,40,NHW,M,Y,IHS
26235,823369,40,NHW,F,Y,IHS
26236,98260,40,NHW,M,N,IHS
26237,810266,40,NHW,F,Y,IHS
26238,524106,40,NHW,F,Y,OHS
26239,127384,40,NHB,F,N,IHS
26240,836385,40,NHW,F,Y,IHS
26241,415630,40,NHW,M,Y,IHS
26242,540453,40,NHW,F,Y,IHS
26243,259418,40,NHW,M,Y,IHS
26244,966783,40,NHW,F,Y,IHS
26245,897898,40,NHW,F,N,IHS
26246,48536,40,NHB,M,Y,IHS
26247,583523,40,NHW,F,Y,OHS
26248,839453,40,NHW,F,Y,OHS
26249,912787,40,NHW,F,Y,IHS
26250,503672,40,NHW,M,Y,IHS
26251,48853,40,NHW,M,Y,IHS
26252,988148,40,NHB,F,Y,IHS
26253,112906,40,NHW,M,Y,IHS
26254,421891,40,NHW,F,Y,IHS
26255,944808,40,NHW,M,Y,IHS
26256,923611,40,NHW,M,Y,IHS
26257,895235,40,NHW,M,N,IHS
26258,489127,40,NHW,F,Y,IHS
26259,291933,40,NHW,F,Y,IHS
26260,416128,40,NHW,F,Y,IHS
26261,518231,40,NHW,M,Y,IHS
26262,142811,40,NHB,M,Y,IHS
26263,184762,40,NHW,M,Y,IHS
26264,932979,40,NHW,F,Y,IHS
26265,932469,40,NHW,M,N,IHS
26266,114583,40,NHB,M,Y,IHS
26267,188292,40,NHW,F,Y,IHS
26268,664421,40,NHW,M,Y,IHS
26269,696764,40,NHW,M,Y,IHS
26270,341924,40,NHW,F,Y,OHS
26271,17538,40,NHW,M,Y,IHS
26272,370979,40,NHB,M,Y,IHS
26273,229004,40,NHB,M,N,IHS
26274,299549,40,NHW,M,Y,IHS
26275,374546,40,NHW,F,Y,IHS
26276,791395,40,NHW,M,N,OHS
26277,459757,40,NHW,F,Y,IHS
26278,7220,40,NHW,M,N,IHS
26279,360807,40,NHW,M,Y,IHS
26280,804398,40,NHW,M,Y,IHS
26281,860018,40,NHW,M,Y,IHS
26282,965826,40,NHB,M,N,OHS
26283,449813,40,NHW,F,N,OHS
26284,201704,40,NHW,F,N,OHS
26285,173266,40,NHB,F,N,IHS
26286,110473,40,NHW,M,Y,IHS
26287,77103,40,NHW,M,Y,IHS
26288,424148,40,NHW,M,Y,IHS
26289,360771,40,NHB,F,Y,IHS
26290,433060,40,NHW,M,Y,IHS
26291,640069,40,NHW,F,Y,IHS
26292,938410,40,NHW,M,Y,IHS
26293,463042,40,NHW,M,Y,IHS
26294,347170,40,NHW,M,Y,IHS
26295,54386,40,NHB,M,Y,IHS
26296,300550,40,NHW,M,Y,OHS
26297,449639,40,NHW,F,Y,IHS
26298,407404,40,NHW,M,Y,IHS
26299,160256,40,NHW,F,Y,IHS
26300,22536,40,NHB,F,Y,OHS
26301,694624,40,NHB,F,Y,IHS
26302,586361,40,NHW,M,Y,OHS
26303,387586,40,NHW,F,Y,IHS
26304,760515,40,NHW,F,Y,IHS
26305,744666,40,NHW,F,N,IHS
26306,27281,40,NHB,M,N,IHS
26307,462903,40,NHW,M,N,IHS
26308,915900,40,NHW,M,Y,IHS
26309,326979,40,NHW,M,Y,IHS
26310,274232,40,NHW,M,Y,OHS
26311,713023,40,NHW,M,Y,IHS
26312,176400,40,NHW,M,Y,IHS
26313,423163,40,NHW,M,Y,IHS
26314,426044,40,NHW,M,Y,IHS
26315,537188,40,NHB,F,Y,IHS
26316,269812,40,NHW,M,Y,IHS
26317,483579,40,NHW,M,N,IHS
26318,151687,40,NHW,F,Y,IHS
26319,598034,40,NHW,M,Y,IHS
26320,248267,40,NHW,M,Y,IHS
26321,75628,40,NHB,M,N,OHS
26322,264811,40,NHW,F,Y,OHS
26323,524206,40,NHW,M,Y,IHS
26324,527142,40,NHB,F,Y,IHS
26325,956058,40,NHW,M,Y,IHS
26326,78144,40,NHW,F,Y,IHS
26327,920189,40,NHB,F,Y,OHS
26328,405123,40,NHW,F,Y,IHS
26329,958032,40,NHB,M,Y,IHS
26330,769779,40,NHW,F,Y,IHS
26331,98156,40,NHB,M,N,IHS
26332,316915,40,NHB,M,Y,OHS
26333,893132,40,NHW,M,Y,OHS
26334,917439,40,NHW,F,Y,IHS
26335,874,40,NHW,M,Y,IHS
26336,960558,40,NHW,F,Y,IHS
26337,89837,40,NHW,F,Y,IHS
26338,603551,40,NHW,F,N,OHS
26339,40075,40,NHB,F,Y,OHS
26340,89178,40,NHW,F,Y,IHS
26341,503120,40,NHB,M,Y,IHS
26342,962284,40,NHW,M,Y,IHS
26343,120577,40,NHB,F,Y,IHS
26344,182838,40,NHW,F,Y,OHS
26345,552575,40,NHW,M,Y,OHS
26346,278599,40,NHW,F,N,OHS
26347,497837,40,NHW,F,Y,IHS
26348,537789,40,NHW,F,Y,IHS
26349,953623,40,NHW,M,Y,IHS
26350,170885,40,NHW,M,Y,IHS
26351,930175,40,NHW,M,Y,IHS
26352,807687,40,NHW,M,Y,IHS
26353,200026,40,NHW,F,Y,IHS
26354,678903,40,NHB,F,Y,IHS
26355,924229,40,NHW,F,Y,IHS
26356,97173,40,NHW,M,Y,IHS
26357,351510,40,NHW,F,Y,IHS
26358,399641,40,NHW,M,Y,IHS
26359,355098,40,NHW,M,Y,IHS
26360,841946,40,NHB,M,Y,IHS
26361,489636,40,NHW,F,Y,IHS
26362,325372,40,NHW,M,Y,IHS
26363,643946,40,NHW,M,Y,IHS
26364,933913,40,NHW,M,Y,IHS
26365,462369,40,NHW,F,Y,IHS
26366,938624,40,NHW,F,Y,IHS
26367,518814,40,NHW,M,N,IHS
26368,709786,40,NHW,F,Y,OHS
26369,463647,40,NHW,F,Y,IHS
26370,990376,40,NHW,M,Y,IHS
26371,705600,40,NHW,M,N,OHS
26372,739823,40,NHW,F,Y,IHS
26373,517782,40,NHW,F,Y,IHS
26374,501434,40,NHW,M,Y,IHS
26375,986161,40,NHW,F,N,OHS
26376,928455,40,NHW,M,Y,IHS
26377,725611,40,NHB,F,Y,IHS
26378,325369,40,NHB,M,Y,IHS
26379,192542,40,NHB,F,Y,IHS
26380,157379,40,NHW,M,N,IHS
26381,934987,40,NHW,F,Y,IHS
26382,608743,40,NHW,M,Y,IHS
26383,813350,40,NHB,F,Y,IHS
26384,140289,40,NHW,M,Y,IHS
26385,975008,40,NHB,F,Y,OHS
26386,952977,40,NHW,M,Y,OHS
26387,900428,40,NHW,M,Y,IHS
26388,319484,40,NHW,M,Y,OHS
26389,639646,40,NHB,F,Y,IHS
26390,278899,40,NHW,F,Y,IHS
26391,727913,40,NHW,M,Y,IHS
26392,472334,40,NHW,F,Y,OHS
26393,267665,40,NHW,F,Y,IHS
26394,261160,40,NHB,F,Y,IHS
26395,559640,40,NHB,M,Y,IHS
26396,611510,40,NHW,F,Y,IHS
26397,699780,40,NHW,M,Y,IHS
26398,559014,40,NHW,M,Y,IHS
26399,662871,40,NHW,F,Y,IHS
26400,791050,40,NHW,M,Y,IHS
26401,5593,40,NHW,F,Y,IHS
26402,137136,40,NHW,M,N,OHS
26403,160618,40,NHW,M,Y,OHS
26404,442379,40,NHW,M,Y,IHS
26405,498732,40,NHW,F,Y,IHS
26406,826182,40,NHW,F,Y,IHS
26407,472677,40,NHW,F,Y,IHS
26408,165799,40,NHW,F,Y,IHS
26409,367485,40,NHW,M,Y,IHS
26410,980775,40,NHW,M,Y,IHS
26411,969775,40,NHB,F,Y,IHS
26412,109055,40,NHB,F,Y,IHS
26413,248608,40,NHW,F,Y,IHS
26414,759849,40,NHW,F,Y,IHS
26415,70544,40,NHW,M,Y,OHS
26416,225052,40,NHW,F,Y,IHS
26417,494783,40,NHW,F,Y,IHS
26418,696081,40,NHB,M,Y,IHS
26419,875573,40,NHW,F,Y,IHS
26420,420802,40,NHW,M,Y,IHS
26421,467343,40,NHB,F,Y,IHS
26422,54641,40,NHW,M,Y,IHS
26423,821406,40,NHB,F,Y,IHS
26424,41719,40,NHW,F,Y,IHS
26425,943127,40,NHB,M,Y,IHS
26426,332639,40,NHW,M,Y,IHS
26427,570803,40,NHB,M,N,OHS
26428,606125,40,NHW,F,Y,IHS
26429,463291,40,NHW,M,Y,IHS
26430,140152,40,NHW,M,Y,IHS
26431,425227,40,NHW,M,Y,IHS
26432,178860,40,NHW,F,Y,IHS
26433,141179,40,NHB,F,Y,IHS
26434,143444,40,NHW,M,Y,IHS
26435,407969,40,NHW,F,Y,OHS
26436,654152,40,NHB,F,Y,IHS
26437,586180,40,NHW,F,Y,IHS
26438,633483,40,NHW,F,N,OHS
26439,967372,40,NHW,F,Y,IHS
26440,693526,40,NHB,F,N,IHS
26441,772722,40,NHW,M,Y,IHS
26442,712354,40,NHW,F,Y,IHS
26443,162136,40,NHW,M,Y,IHS
26444,17985,40,NHW,M,Y,IHS
26445,31733,40,NHW,M,Y,IHS
26446,491860,40,NHW,M,N,IHS
26447,558995,40,NHW,M,Y,IHS
26448,242880,40,NHW,F,Y,IHS
26449,944936,40,NHW,F,Y,IHS
26450,264104,40,NHW,F,N,IHS
26451,105087,40,NHW,F,Y,IHS
26452,804313,40,NHB,M,Y,IHS
26453,628448,40,NHW,F,Y,IHS
26454,677547,40,NHW,F,Y,IHS
26455,620954,40,NHB,M,Y,IHS
26456,199051,40,NHW,M,Y,IHS
26457,54261,40,NHW,F,Y,IHS
26458,865526,40,NHW,M,Y,IHS
26459,36271,40,NHB,F,Y,IHS
26460,944111,40,NHW,F,Y,IHS
26461,405837,40,NHW,F,N,OHS
26462,994061,40,NHB,F,Y,IHS
26463,278835,40,NHW,F,N,IHS
26464,933566,40,NHW,M,Y,OHS
26465,649719,40,NHW,M,Y,OHS
26466,532167,40,NHB,F,N,IHS
26467,12337,40,NHW,M,Y,IHS
26468,774665,40,NHW,M,Y,IHS
26469,815049,40,NHW,F,Y,IHS
26470,125052,40,NHW,F,Y,IHS
26471,109262,40,NHW,M,Y,OHS
26472,35832,40,NHB,F,Y,IHS
26473,530459,40,NHW,M,Y,IHS
26474,10995,40,NHW,F,Y,OHS
26475,98286,40,NHB,M,Y,IHS
26476,974491,40,NHW,F,N,IHS
26477,688426,40,NHB,F,N,OHS
26478,112708,40,NHW,F,Y,IHS
26479,809949,40,NHW,M,Y,OHS
26480,904695,40,NHW,F,N,IHS
26481,13229,40,NHW,M,Y,IHS
26482,461676,40,NHW,F,Y,IHS
26483,129983,40,NHW,F,Y,IHS
26484,968845,40,NHW,F,Y,IHS
26485,503296,40,NHW,M,Y,IHS
26486,654189,40,NHW,F,Y,IHS
26487,676128,40,NHW,F,Y,IHS
26488,419013,40,NHW,M,Y,OHS
26489,488667,40,NHB,M,Y,IHS
26490,432940,40,NHW,F,Y,IHS
26491,113658,40,NHW,F,Y,IHS
26492,979888,40,NHW,F,Y,IHS
26493,629245,40,NHW,F,Y,IHS
26494,393650,40,NHW,F,Y,IHS
26495,757045,40,NHB,F,N,OHS
26496,661116,40,NHW,M,Y,IHS
26497,723786,40,NHW,F,Y,OHS
26498,668935,40,NHW,M,Y,IHS
26499,194005,40,NHW,M,Y,OHS
26500,891461,40,NHB,F,Y,OHS
26501,573397,40,NHW,F,Y,IHS
26502,774122,40,NHW,M,Y,IHS
26503,815335,40,NHW,F,Y,IHS
26504,963607,40,NHW,F,Y,OHS
26505,231015,40,NHW,M,Y,IHS
26506,829811,40,NHW,M,Y,IHS
26507,436283,40,NHB,M,N,OHS
26508,498667,40,NHW,F,Y,IHS
26509,675375,40,NHW,F,Y,IHS
26510,978938,40,NHW,M,N,OHS
26511,882746,40,NHW,M,N,IHS
26512,232070,40,NHW,M,N,OHS
26513,414223,40,NHW,M,Y,IHS
26514,772574,40,NHW,F,N,OHS
26515,268160,40,NHW,F,Y,IHS
26516,46693,40,NHW,F,Y,IHS
26517,111787,40,NHW,F,Y,IHS
26518,753876,40,NHW,M,Y,IHS
26519,72438,40,NHW,F,Y,IHS
26520,489703,40,NHW,F,Y,IHS
26521,225034,40,NHW,M,Y,OHS
26522,235651,40,NHW,F,Y,IHS
26523,160293,40,NHW,F,Y,OHS
26524,990085,40,NHW,F,Y,OHS
26525,428043,40,NHW,F,Y,IHS
26526,506766,40,NHB,M,Y,IHS
26527,602991,40,NHW,M,N,OHS
26528,100385,40,NHW,M,Y,IHS
26529,361992,40,NHW,F,Y,IHS
26530,472628,40,NHW,F,Y,IHS
26531,667680,40,NHW,F,Y,IHS
26532,809898,40,NHB,M,Y,IHS
26533,254227,40,NHW,M,Y,IHS
26534,543350,40,NHW,F,Y,IHS
26535,45167,40,NHW,M,Y,OHS
26536,427272,40,NHW,M,Y,IHS
26537,626795,40,NHW,M,Y,IHS
26538,663496,40,NHB,F,Y,IHS
26539,578686,40,NHW,M,Y,IHS
26540,678669,40,NHW,F,Y,IHS
26541,839836,40,NHW,M,Y,IHS
26542,926381,40,NHW,F,N,IHS
26543,305457,40,NHW,F,Y,OHS
26544,346669,40,NHW,M,Y,IHS
26545,956219,40,NHW,F,Y,IHS
26546,121374,40,NHW,F,Y,IHS
26547,311015,40,NHW,F,Y,IHS
26548,953777,40,NHW,F,Y,OHS
26549,136506,40,NHW,M,Y,IHS
26550,477312,40,NHW,F,Y,IHS
26551,317522,40,NHB,F,Y,IHS
26552,748667,40,NHB,F,Y,IHS
26553,451969,40,NHW,F,N,IHS
26554,135278,40,NHW,M,Y,IHS
26555,420283,40,NHW,F,Y,IHS
26556,531875,40,NHW,F,Y,OHS
26557,162312,40,NHW,F,Y,IHS
26558,948988,40,NHW,F,Y,IHS
26559,195505,40,NHB,M,Y,IHS
26560,388039,40,NHW,M,Y,IHS
26561,507134,40,NHW,M,Y,IHS
26562,551622,40,NHB,F,Y,OHS
26563,989480,40,NHW,M,Y,IHS
26564,771680,40,NHW,F,Y,OHS
26565,935456,40,NHW,F,Y,IHS
26566,515360,40,NHW,F,Y,IHS
26567,350353,40,NHW,M,Y,IHS
26568,569226,40,NHW,M,Y,IHS
26569,156971,40,NHW,F,Y,OHS
26570,354828,40,NHW,F,Y,IHS
26571,863097,40,NHW,M,Y,OHS
26572,747339,40,NHW,F,Y,IHS
26573,101192,40,NHW,F,Y,IHS
26574,269957,40,NHW,F,Y,IHS
26575,744799,40,NHW,M,Y,IHS
26576,876245,40,NHW,M,Y,IHS
26577,639307,40,NHW,M,Y,IHS
26578,219437,40,NHW,F,Y,IHS
26579,881250,40,NHW,F,N,OHS
26580,482310,40,NHW,M,Y,IHS
26581,292028,40,NHW,F,Y,IHS
26582,676642,40,NHW,M,Y,IHS
26583,557125,40,NHW,F,Y,IHS
26584,857422,40,NHW,M,Y,IHS
26585,511444,40,NHW,M,Y,IHS
26586,865992,40,NHW,F,Y,IHS
26587,899635,40,NHW,M,Y,IHS
26588,212224,40,NHW,F,Y,IHS
26589,471717,40,NHW,F,Y,IHS
26590,635012,40,NHB,F,Y,IHS
26591,228488,40,NHB,M,Y,IHS
26592,516595,40,NHW,F,Y,IHS
26593,597778,40,NHB,F,Y,IHS
26594,31590,40,NHW,M,Y,IHS
26595,701058,40,NHW,M,N,IHS
26596,869355,40,NHW,F,N,OHS
26597,432580,40,NHB,M,Y,IHS
26598,830958,40,NHW,F,Y,IHS
26599,514974,40,NHW,F,Y,IHS
26600,141323,40,NHW,M,Y,IHS
26601,588511,40,NHW,F,Y,IHS
26602,441606,40,NHW,F,Y,IHS
26603,5166,40,NHW,M,N,OHS
26604,852407,40,NHB,F,Y,IHS
26605,214863,40,NHW,F,Y,IHS
26606,548924,40,NHW,F,Y,IHS
26607,71827,40,NHW,F,Y,IHS
26608,333728,40,NHW,F,Y,IHS
26609,754951,40,NHW,M,Y,IHS
26610,576957,40,NHW,F,Y,IHS
26611,536186,40,NHW,F,Y,IHS
26612,712473,40,NHW,M,Y,IHS
26613,70659,40,NHW,M,Y,IHS
26614,81062,40,NHB,F,Y,IHS
26615,473405,40,NHW,M,N,OHS
26616,518485,40,NHW,M,Y,IHS
26617,786232,40,NHB,F,Y,OHS
26618,418695,40,NHW,F,Y,OHS
26619,894272,40,NHW,M,Y,IHS
26620,606058,40,NHW,F,Y,IHS
26621,238589,40,NHW,F,Y,IHS
26622,126459,40,NHW,M,Y,IHS
26623,491172,40,NHW,M,N,OHS
26624,921732,40,NHW,M,Y,IHS
26625,557132,40,NHW,M,Y,IHS
26626,849575,40,NHW,F,Y,IHS
26627,332466,40,NHW,M,Y,IHS
26628,64223,40,NHW,F,N,IHS
26629,456025,40,NHW,F,Y,IHS
26630,889747,40,NHW,M,Y,OHS
26631,860605,40,NHW,F,Y,IHS
26632,29403,40,NHB,M,Y,IHS
26633,968295,40,NHW,M,Y,IHS
26634,914419,40,NHB,M,N,OHS
26635,455990,40,NHW,F,Y,IHS
26636,960994,40,NHW,M,Y,IHS
26637,181143,40,NHW,F,Y,IHS
26638,326059,40,NHW,M,Y,IHS
26639,599149,40,NHW,F,N,OHS
26640,296874,40,NHW,M,Y,IHS
26641,632158,40,NHW,F,Y,IHS
26642,794561,40,NHB,F,Y,IHS
26643,339216,40,NHW,F,Y,IHS
26644,66499,40,NHW,F,Y,IHS
26645,340737,40,NHW,F,Y,IHS
26646,991698,40,NHW,M,Y,IHS
26647,475790,40,NHW,M,Y,IHS
26648,430600,40,NHW,M,Y,IHS
26649,778614,40,NHW,F,N,OHS
26650,23836,40,NHW,F,Y,IHS
26651,223749,40,NHW,F,N,IHS
26652,488840,40,NHW,M,Y,OHS
26653,513924,40,NHW,F,Y,IHS
26654,673174,40,NHB,F,Y,IHS
26655,741730,40,NHW,M,Y,IHS
26656,523420,40,NHW,M,Y,IHS
26657,426138,40,NHW,M,Y,IHS
26658,955966,40,NHW,M,Y,IHS
26659,558329,40,NHW,F,Y,IHS
26660,787490,40,NHB,M,Y,IHS
26661,625517,40,NHW,F,Y,IHS
26662,656265,40,NHW,F,Y,IHS
26663,375460,40,NHB,M,N,IHS
26664,947101,40,NHW,F,N,OHS
26665,157207,40,NHW,M,Y,IHS
26666,726033,40,NHW,M,Y,IHS
26667,26710,40,NHB,M,Y,IHS
26668,972951,40,NHW,M,Y,IHS
26669,120115,40,NHW,M,Y,IHS
26670,348985,40,NHB,M,N,IHS
26671,238551,40,NHW,M,Y,OHS
26672,604817,40,NHB,F,Y,IHS
26673,789700,40,NHW,M,Y,IHS
26674,629572,40,NHB,M,Y,IHS
26675,73249,40,NHW,M,Y,IHS
26676,25535,40,NHW,M,Y,IHS
26677,449658,40,NHB,F,Y,IHS
26678,221272,40,NHW,M,N,IHS
26679,259833,40,NHW,M,Y,IHS
26680,811173,40,NHW,M,Y,IHS
26681,572700,40,NHW,F,Y,IHS
26682,265047,40,NHW,F,Y,OHS
26683,144510,40,NHW,F,Y,IHS
26684,163429,40,NHW,M,Y,IHS
26685,697371,40,NHW,F,Y,OHS
26686,418101,40,NHW,F,N,OHS
26687,900953,40,NHW,M,N,OHS
26688,485773,40,NHW,F,Y,OHS
26689,963117,40,NHB,F,N,OHS
26690,451569,40,NHB,F,N,OHS
26691,608003,40,NHW,F,N,OHS
26692,334354,40,NHB,F,N,IHS
26693,479231,40,NHW,M,Y,IHS
26694,765218,40,NHW,M,Y,IHS
26695,467214,40,NHW,M,Y,IHS
26696,871947,40,NHW,F,Y,IHS
26697,885052,40,NHW,F,Y,IHS
26698,130942,40,NHW,M,Y,IHS
26699,423916,40,NHW,M,Y,IHS
26700,908028,40,NHB,M,Y,OHS
26701,360701,40,NHW,F,Y,IHS
26702,647014,40,NHW,F,Y,IHS
26703,207505,40,NHB,F,Y,IHS
26704,806255,40,NHB,M,Y,IHS
26705,757259,40,NHW,F,Y,IHS
26706,88878,40,NHW,M,N,IHS
26707,785783,40,NHW,M,Y,IHS
26708,377292,40,NHW,M,Y,IHS
26709,808407,40,NHW,F,Y,IHS
26710,584083,40,NHB,M,Y,OHS
26711,932933,40,NHW,F,Y,IHS
26712,557332,40,NHW,F,Y,IHS
26713,695886,40,NHW,M,Y,IHS
26714,530365,40,NHW,F,N,OHS
26715,469800,40,NHB,F,Y,IHS
26716,633566,40,NHW,F,Y,IHS
26717,772707,40,NHW,M,N,IHS
26718,794194,40,NHW,M,Y,IHS
26719,941876,40,NHW,F,Y,IHS
26720,455829,40,NHW,F,Y,IHS
26721,872671,40,NHW,F,N,OHS
26722,717806,40,NHW,M,Y,IHS
26723,586256,40,NHW,F,Y,OHS
26724,788897,40,NHW,F,Y,IHS
26725,655886,40,NHW,F,Y,IHS
26726,482362,40,NHW,M,Y,IHS
26727,160169,40,NHW,M,Y,IHS
26728,334220,40,NHW,M,Y,IHS
26729,368114,40,NHW,F,N,IHS
26730,905024,40,NHB,M,Y,IHS
26731,801679,40,NHW,M,N,IHS
26732,571373,40,NHW,F,Y,IHS
26733,896229,40,NHW,F,N,IHS
26734,85660,40,NHW,M,Y,IHS
26735,858031,40,NHW,M,Y,IHS
26736,830556,40,NHW,F,Y,OHS
26737,582343,40,NHW,M,Y,IHS
26738,14509,40,NHW,F,Y,IHS
26739,980755,40,NHB,F,Y,IHS
26740,466699,40,NHB,F,Y,IHS
26741,934601,40,NHW,F,N,IHS
26742,772155,40,NHW,F,Y,IHS
26743,801335,40,NHW,M,Y,IHS
26744,303987,40,NHW,F,Y,IHS
26745,191238,40,NHW,M,Y,IHS
26746,38443,40,NHW,M,Y,IHS
26747,544024,40,NHB,F,N,IHS
26748,52891,40,NHW,F,Y,IHS
26749,901856,40,NHW,F,Y,IHS
26750,543132,40,NHW,M,N,OHS
26751,789152,40,NHW,F,Y,IHS
26752,942074,40,NHW,M,Y,IHS
26753,348777,40,NHW,F,Y,IHS
26754,447274,40,NHW,F,Y,IHS
26755,249123,40,NHW,M,Y,IHS
26756,737567,40,NHW,M,Y,IHS
26757,292952,40,NHW,M,Y,IHS
26758,3953,40,NHW,M,N,IHS
26759,852066,40,NHW,F,Y,OHS
26760,726950,40,NHW,M,Y,IHS
26761,538023,40,NHB,F,N,OHS
26762,923686,40,NHW,M,N,OHS
26763,506148,40,NHW,M,Y,IHS
26764,516746,40,NHW,F,Y,IHS
26765,997403,40,NHW,F,Y,IHS
26766,733476,40,NHB,M,Y,IHS
26767,574037,40,NHW,M,Y,IHS
26768,276383,40,NHW,M,Y,IHS
26769,175940,40,NHW,F,Y,IHS
26770,131641,40,NHW,F,Y,IHS
26771,305202,40,NHW,M,Y,IHS
26772,557815,40,NHW,M,Y,IHS
26773,708131,40,NHW,F,Y,IHS
26774,441549,40,NHW,F,Y,IHS
26775,343151,40,NHW,M,Y,IHS
26776,749247,40,NHW,M,N,OHS
26777,564629,40,NHW,F,Y,IHS
26778,267639,40,NHW,F,Y,IHS
26779,595596,40,NHW,M,Y,IHS
26780,330065,40,NHW,F,Y,IHS
26781,201778,40,NHW,F,Y,IHS
26782,257599,40,NHB,F,Y,IHS
26783,267796,40,NHW,F,Y,IHS
26784,160751,40,NHW,M,Y,IHS
26785,538794,40,NHW,F,Y,IHS
26786,610181,40,NHW,M,Y,IHS
26787,139427,40,NHB,F,Y,IHS
26788,468464,40,NHW,M,Y,OHS
26789,275928,40,NHW,M,Y,IHS
26790,263428,40,NHB,F,Y,IHS
26791,893046,40,NHW,M,Y,IHS
26792,19934,40,NHB,M,Y,OHS
26793,79639,40,NHW,F,N,OHS
26794,523953,40,NHW,F,Y,IHS
26795,173287,40,NHW,M,Y,IHS
26796,653853,40,NHW,M,Y,IHS
26797,606944,40,NHB,M,Y,IHS
26798,667408,40,NHB,M,Y,IHS
26799,429237,40,NHW,M,Y,OHS
26800,827585,40,NHW,F,Y,IHS
26801,295059,40,NHW,F,Y,IHS
26802,315833,40,NHW,F,Y,IHS
26803,859554,40,NHW,F,Y,IHS
26804,433463,40,NHW,F,Y,OHS
26805,801721,40,NHB,F,N,IHS
26806,982700,40,NHB,M,Y,IHS
26807,341011,40,NHW,F,Y,IHS
26808,561696,40,NHB,F,Y,OHS
26809,250356,40,NHW,F,Y,IHS
26810,853657,40,NHW,F,Y,IHS
26811,661178,40,NHW,F,Y,IHS
26812,820722,40,NHW,M,Y,IHS
26813,27047,40,NHB,M,Y,IHS
26814,135694,40,NHW,F,Y,IHS
26815,994596,40,NHB,F,Y,IHS
26816,232008,40,NHW,F,Y,IHS
26817,195059,40,NHW,M,N,OHS
26818,673959,40,NHW,M,Y,IHS
26819,421846,40,NHW,F,Y,OHS
26820,571092,40,NHW,M,Y,IHS
26821,193800,40,NHW,M,Y,OHS
26822,667138,40,NHW,F,Y,IHS
26823,726807,40,NHW,F,Y,OHS
26824,289519,40,NHW,F,Y,IHS
26825,366953,40,NHB,F,Y,OHS
26826,388498,40,NHW,M,Y,IHS
26827,792030,40,NHW,F,Y,IHS
26828,273623,40,NHW,M,Y,IHS
26829,521612,40,NHW,F,Y,IHS
26830,773199,40,NHW,F,Y,IHS
26831,554048,40,NHW,M,N,IHS
26832,795643,40,NHB,M,Y,IHS
26833,595221,40,NHB,F,N,OHS
26834,662346,40,NHW,M,N,OHS
26835,877557,40,NHW,F,Y,IHS
26836,342844,40,NHW,F,Y,IHS
26837,393549,40,NHW,M,Y,IHS
26838,734307,40,NHW,M,Y,IHS
26839,134810,40,NHB,M,N,OHS
26840,970939,40,NHB,F,Y,IHS
26841,642047,40,NHW,M,Y,IHS
26842,734610,40,NHB,F,Y,IHS
26843,610199,40,NHW,F,Y,IHS
26844,801223,40,NHW,F,Y,IHS
26845,134162,40,NHW,M,Y,IHS
26846,708433,40,NHW,F,Y,OHS
26847,894492,40,NHW,F,Y,IHS
26848,375367,40,NHW,F,Y,IHS
26849,101181,40,NHB,F,Y,IHS
26850,383119,40,NHW,M,Y,IHS
26851,785047,40,NHW,F,Y,IHS
26852,813356,40,NHB,F,Y,IHS
26853,838232,40,NHW,F,Y,IHS
26854,270753,40,NHW,M,N,OHS
26855,903512,40,NHW,F,Y,IHS
26856,980479,40,NHW,M,N,IHS
26857,756449,40,NHB,F,Y,OHS
26858,832798,40,NHW,M,Y,IHS
26859,416961,40,NHW,M,Y,IHS
26860,877335,40,NHW,F,Y,IHS
26861,170332,40,NHW,M,Y,IHS
26862,878683,40,NHW,M,Y,OHS
26863,209323,40,NHW,F,Y,IHS
26864,125054,40,NHW,M,Y,IHS
26865,706819,40,NHW,F,Y,IHS
26866,189208,40,NHW,F,Y,IHS
26867,448184,40,NHW,F,Y,IHS
26868,39658,40,NHW,M,Y,IHS
26869,629078,40,NHW,M,Y,OHS
26870,528082,40,NHW,M,Y,IHS
26871,131413,40,NHW,F,Y,IHS
26872,683303,40,NHW,F,Y,IHS
26873,608725,40,NHB,F,N,IHS
26874,828659,40,NHB,M,N,IHS
26875,263597,40,NHW,F,Y,IHS
26876,343353,40,NHW,M,Y,IHS
26877,540383,40,NHW,M,N,IHS
26878,907486,40,NHW,F,N,IHS
26879,523796,40,NHW,F,Y,IHS
26880,735915,40,NHW,F,Y,IHS
26881,534479,40,NHW,M,Y,IHS
26882,917675,40,NHW,F,Y,OHS
26883,371121,40,NHB,M,N,IHS
26884,684173,40,NHB,M,N,OHS
26885,328481,40,NHW,F,Y,IHS
26886,80912,40,NHW,M,Y,OHS
26887,655662,40,NHW,M,N,IHS
26888,433256,40,NHW,F,Y,OHS
26889,627785,40,NHW,M,Y,OHS
26890,798675,40,NHW,F,Y,IHS
26891,618207,40,NHW,M,Y,IHS
